RCDTS,school_name,district,city,county,school_type,enrollment,avg_class_size,avg_teaching_exp,perc_novice_teachers,pupil_teacher_ratio,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,year
150162990250844,Austin College and Career Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,170.0,22.0,,,,83.6,0.0,0.0,10.9,2023
150162990250847,Orr Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,231.0,23.8,,,,71.6,7.4,3.7,6.1,2023
150162990250848,Air Force Acad High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,139.0,13.0,,,,58.9,7.7,2.6,42.1,2023
150162990250849,Alcott College Prep,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,347.0,19.6,,,,49.2,13.4,9.8,27.0,2023
150162990250850,Chicago Technology Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,378.0,22.6,,,,48.3,2.4,0.0,8.8,2023
150162990250851,Chicago HS for the Arts,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,602.0,28.9,,,,37.9,35.5,13.2,62.2,2023
150162990250855,Ogden Int High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,490.0,22.8,,,,55.5,23.4,20.6,29.7,2023
150162990250856,Williams Medical Prep High Sch,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,72.0,12.8,,,,59.5,5.9,5.9,12.5,2023
150162990250857,Westinghouse High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1195.0,27.7,,,,55.3,37.2,27.7,18.2,2023
150162990250859,Solorio Academy High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,1224.0,25.2,,,,37.6,16.4,16.7,39.1,2023
150162990250860,South Shore Intl Col Prep HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,509.0,22.5,,,,63.9,17.0,5.7,30.1,2023
150162990250861,Goode STEM Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,971.0,23.1,,,,48.8,3.7,2.3,12.7,2023
150162990250862,Chicago Excel Academy HS,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,214.0,20.3,,,,57.8,2.5,2.5,3.6,2023
150162990250863,Walter Henri Dyett High School for the Arts,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,520.0,18.0,,,,70.2,4.5,0.7,4.5,2023
150162990250867,Englewood STEM High School,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,759.0,26.3,,,,86.3,1.0,0.5,10.0,2023
15016905025001C,Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,Chicago,Cook,HIGH SCHOOL,628.0,14.8,,,,58.5,18.1,8.5,24.9,2023
15016906025001C,Urban Prep Charter Acad for Young Men - Downtown Campus,Urban Prep Charter Acad for Young Men - Downtown Campus,Chicago,Cook,HIGH SCHOOL,52.0,10.0,,,,,0.0,0.0,0.0,2023
601054280303050,IYC Chicago,IDJJ Sch Dist 428,Chicago,Dept Of Corrections,HIGH SCHOOL,17.0,3.8,,,,,,,,2023
